tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0035423,movie,Kate & Leopold,Kate & Leopold,0,2001,,118,"Comedy,Fantasy,Romance",6.4,94152
tt0069049,movie,The Other Side of the Wind,The Other Side of the Wind,0,2018,,122,Drama,6.6,8557
tt0082328,movie,Embodiment of Evil,Encarnação do Demônio,0,2008,,94,Horror,5.9,1939
tt0113026,movie,The Fantasticks,The Fantasticks,0,2000,,86,"Musical,Romance",5.7,1294
tt0118141,movie,What Is It?,What Is It?,0,2005,,72,Drama,5.2,1032
tt0118589,movie,Glitter,Glitter,0,2001,,104,"Drama,Music,Romance",2.5,23415
tt0118652,movie,The Attic Expeditions,The Attic Expeditions,0,2001,,100,"Comedy,Horror,Mystery",4.9,2011
tt0118694,movie,In the Mood for Love,Fa yeung nin wah,0,2000,,98,"Drama,Romance",8.0,189528
tt0118852,movie,Chinese Coffee,Chinese Coffee,0,2000,,99,Drama,7.0,5063
tt0118926,movie,The Dancer Upstairs,The Dancer Upstairs,0,2002,,132,"Crime,Drama,Thriller",6.9,7232
tt0119004,movie,Don's Plum,Don's Plum,0,2001,,89,"Comedy,Drama",5.5,5026
tt0119273,movie,Heavy Metal 2000,Heavy Metal 2000,0,2000,,88,"Action,Adventure,Animation",5.4,10268
tt0120202,movie,State and Main,State and Main,0,2000,,105,"Comedy,Drama",6.7,23556
tt0120263,movie,Songs from the Second Floor,Sånger från andra våningen,0,2000,,98,"Comedy,Drama",7.5,21600
tt0120467,movie,Vulgar,Vulgar,0,2000,,87,"Crime,Drama,Thriller",5.2,4399
tt0120626,movie,April Captains,Capitães de Abril,0,2000,,123,"Drama,History,War",7.1,3642
tt0120630,movie,Chicken Run,Chicken Run,0,2000,,84,"Adventure,Animation,Comedy",7.1,225544
tt0120667,movie,Fantastic Four,Fantastic Four,0,2005,,106,"Action,Adventure,Fantasy",5.7,375028
tt0120679,movie,Frida,Frida,0,2002,,123,"Biography,Drama,Romance",7.3,101581
tt0120681,movie,From Hell,From Hell,0,2001,,122,"Crime,Horror,Mystery",6.7,172258
tt0120737,movie,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,0,2001,,178,"Adventure,Drama,Fantasy",8.9,2214495
tt0120753,movie,The Million Dollar Hotel,The Million Dollar Hotel,0,2000,,122,"Drama,Mystery,Romance",5.7,23272
tt0120755,movie,Mission: Impossible II,Mission: Impossible II,0,2000,,123,"Action,Adventure,Thriller",6.1,415440
tt0120804,movie,Resident Evil,Resident Evil,0,2002,,100,"Action,Horror,Sci-Fi",6.6,312007
tt0120824,movie,The Shipping News,The Shipping News,0,2001,,111,Drama,6.7,34876
tt0120903,movie,X-Men,X-Men,0,2000,,104,"Action,Adventure,Sci-Fi",7.3,693763
tt0120912,movie,Men in Black II,Men in Black II,0,2002,,88,"Action,Adventure,Comedy",6.2,433059
tt0120913,movie,Titan A.E.,Titan A.E.,0,2000,,94,"Action,Adventure,Animation",6.6,66903
tt0120917,movie,The Emperor's New Groove,The Emperor's New Groove,0,2000,,78,"Adventure,Animation,Comedy",7.4,250249
tt0121164,movie,Corpse Bride,Corpse Bride,0,2005,,77,"Animation,Comedy,Drama",7.4,329390
tt0121765,movie,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,0,2002,,142,"Action,Adventure,Fantasy",6.6,824800
tt0121766,movie,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,0,2005,,140,"Action,Adventure,Fantasy",7.7,926480
tt0122459,movie,Return to Me,Return to Me,0,2000,,115,"Comedy,Drama,Romance",7.0,25136
tt0123003,movie,Bruno,Bruno,0,2000,,108,"Comedy,Drama",6.0,1674
tt0125022,movie,Heartbreakers,Heartbreakers,0,2001,,123,"Comedy,Crime,Romance",6.3,62340
tt0126029,movie,Shrek,Shrek,0,2001,,90,"Adventure,Animation,Comedy",7.9,814029
tt0127349,movie,Waking the Dead,Waking the Dead,0,2000,,105,"Drama,Mystery,Romance",6.4,7967
tt0130623,movie,Dinosaur,Dinosaur,0,2000,,82,"Adventure,Animation,Drama",6.4,73107
tt0131704,movie,The Adventures of Rocky & Bullwinkle,The Adventures of Rocky and Bullwinkle,0,2000,,92,"Adventure,Comedy,Family",4.3,21962
tt0132245,movie,Driven,Driven,0,2001,,116,"Action,Drama,Sport",4.6,45292
tt0132910,movie,The Crow: Salvation,The Crow: Salvation,0,2000,,102,"Action,Crime,Fantasy",4.9,13781
tt0133152,movie,Planet of the Apes,Planet of the Apes,0,2001,,120,"Action,Adventure,Sci-Fi",5.7,242303
tt0133240,movie,Treasure Planet,Treasure Planet,0,2002,,95,"Action,Adventure,Animation",7.2,148939
tt0134084,movie,Scream 3,Scream 3,0,2000,,116,"Horror,Mystery",5.7,186379
tt0134630,movie,Duets,Duets,0,2000,,112,"Comedy,Drama,Music",6.2,10519
tt0134847,movie,Pitch Black,Pitch Black,0,2000,,109,"Horror,Sci-Fi,Thriller",7.0,264677
tt0134983,movie,Supernova,Supernova,0,2000,,90,"Horror,Sci-Fi,Thriller",4.9,21072
tt0138524,movie,Intolerable Cruelty,Intolerable Cruelty,0,2003,,100,"Comedy,Crime,Romance",6.3,106064
tt0138749,movie,The Road to El Dorado,The Road to El Dorado,0,2000,,89,"Adventure,Animation,Comedy",6.9,119671
tt0138946,movie,The Yards,The Yards,0,2000,,115,"Crime,Drama,Romance",6.4,24879
tt0139388,movie,It Had to Be You,It Had to Be You,0,2000,,96,"Comedy,Romance",5.7,3021
tt0139500,movie,In Vanda's Room,No Quarto da Vanda,0,2000,,171,Drama,7.0,1908
tt0139654,movie,Training Day,Training Day,0,2001,,122,"Crime,Drama,Thriller",7.8,519530
tt0141399,movie,Isn't She Great,Isn't She Great,0,2000,,95,"Biography,Comedy,Drama",5.4,2639
tt0141907,movie,Town & Country,Town & Country,0,2001,,104,"Comedy,Romance",4.5,5451
tt0141926,movie,U-571,U-571,0,2000,,116,"Action,War",6.6,92230
tt0143861,movie,Scratch,Scratch,0,2001,,92,"Documentary,Music",7.8,2993
tt0144084,movie,American Psycho,American Psycho,0,2000,,102,"Crime,Drama,Horror",7.6,844041
tt0144142,movie,Committed,Committed,0,2000,,98,"Comedy,Drama,Romance",5.1,4166
tt0144528,movie,Nutty Professor II: The Klumps,Nutty Professor II: The Klumps,0,2000,,106,"Comedy,Romance,Sci-Fi",4.5,55701
tt0144964,movie,Highlander: Endgame,Highlander: Endgame,0,2000,,87,"Action,Adventure,Fantasy",4.6,22435
tt0145487,movie,Spider-Man,Spider-Man,0,2002,,121,"Action,Adventure,Sci-Fi",7.4,972687
tt0145937,movie,Naqoyqatsi,Naqoyqatsi,0,2002,,89,"Documentary,Music",6.4,6539
tt0146309,movie,Thirteen Days,Thirteen Days,0,2000,,145,"Drama,History,Thriller",7.3,65542
tt0146316,movie,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,0,2001,,100,"Action,Adventure,Fantasy",5.8,230598
tt0146882,movie,High Fidelity,High Fidelity,0,2000,,113,"Comedy,Drama,Music",7.4,199558
tt0146984,movie,The Legend of Bagger Vance,The Legend of Bagger Vance,0,2000,,126,"Drama,Sport",6.7,62449
tt0149367,movie,Where the Money Is,Where the Money Is,0,2000,,89,"Comedy,Crime,Drama",6.3,6810
tt0149624,movie,All the Pretty Horses,All the Pretty Horses,0,2000,,116,"Drama,Romance,Western",5.8,15185
tt0150021,movie,Camouflage,Camouflage,0,2001,,98,"Action,Comedy",4.6,2448
tt0151150,movie,Josh,Josh,0,2000,,162,"Action,Drama,Musical",6.1,11849
tt0153464,movie,Up at the Villa,Up at the Villa,0,2000,,115,"Drama,Romance",6.0,2974
tt0156323,movie,Screwed,Screwed,0,2000,,81,"Comedy,Crime",5.7,10001
tt0156757,movie,Mad About Mambo,Mad About Mambo,0,2000,,92,"Comedy,Drama,Romance",5.9,2225
tt0156807,movie,Mr. Accident,Mr. Accident,0,2000,,89,Comedy,4.5,1284
tt0156812,movie,My Dog Skip,My Dog Skip,0,2000,,95,"Comedy,Drama,Family",7.0,22111
tt0156841,movie,The Next Best Thing,The Next Best Thing,0,2000,,108,"Comedy,Drama,Romance",4.7,12109
tt0157122,movie,Faithless,Trolösa,0,2000,,142,"Drama,Romance",7.4,3923
tt0157191,movie,One Last Dance,One Last Dance,0,2003,,101,"Drama,Romance",5.3,1741
tt0157262,movie,2001: A Space Travesty,2001: A Space Travesty,0,2000,,99,"Comedy,Sci-Fi",3.5,14110
tt0157472,movie,Clockstoppers,Clockstoppers,0,2002,,94,"Action,Adventure,Comedy",5.2,15773
tt0157583,movie,Enigma,Enigma,0,2001,,119,"Drama,Mystery,Romance",6.4,22790
tt0157836,movie,Island of the Dead,Island of the Dead,0,2000,,91,"Horror,Thriller",2.9,1074
tt0158033,movie,Nora,Nora,0,2000,,106,"Biography,Drama",5.9,1959
tt0158622,movie,The Flintstones in Viva Rock Vegas,The Flintstones in Viva Rock Vegas,0,2000,,90,"Comedy,Family,Romance",3.8,27015
tt0159273,movie,Behind Enemy Lines,Behind Enemy Lines,0,2001,,106,"Action,Drama,Thriller",6.4,119585
tt0159365,movie,Cold Mountain,Cold Mountain,0,2003,,154,"Adventure,Drama,Romance",7.2,164597
tt0159784,movie,Takedown,Takedown,0,2000,,96,"Biography,Crime,Drama",6.2,7418
tt0160009,movie,The Art of War,The Art of War,0,2000,,117,"Action,Adventure,Crime",5.7,32431
tt0160127,movie,Charlie's Angels,Charlie's Angels,0,2000,,98,"Action,Adventure,Comedy",5.7,206917
tt0160184,movie,D-Tox,D-Tox,0,2002,,96,"Crime,Thriller",5.3,31136
tt0160289,movie,Four Dogs Playing Poker,Four Dogs Playing Poker,0,2000,,97,"Crime,Drama,Mystery",5.5,1403
tt0160399,movie,Impostor,Impostor,0,2001,,95,"Drama,Mystery,Sci-Fi",6.2,25467
tt0160403,movie,The Independent,The Independent,0,2000,,81,Comedy,5.9,1272
tt0160484,movie,Lost Souls,Lost Souls,0,2000,,97,"Drama,Horror,Thriller",4.8,11773
tt0160495,movie,Luckytown,Luckytown,0,2000,,101,"Crime,Drama,Mystery",4.7,1122
tt0160611,movie,Ordinary Decent Criminal,Ordinary Decent Criminal,0,2000,,93,"Comedy,Crime",6.3,14783
tt0160644,movie,Passion of Mind,Passion of Mind,0,2000,,105,"Drama,Fantasy,Mystery",5.5,3763
tt0160749,movie,Red Dirt,Red Dirt,0,2000,,110,"Drama,Romance",6.1,1067
tt0160797,movie,Rules of Engagement,Rules of Engagement,0,2000,,128,"Drama,Thriller,War",6.4,52859
tt0161081,movie,What Lies Beneath,What Lies Beneath,0,2000,,130,"Drama,Horror,Mystery",6.6,146004
tt0161083,movie,What's the Worst That Could Happen?,What's the Worst That Could Happen?,0,2001,,94,"Comedy,Crime",5.5,18156
tt0161216,movie,Steal This Movie,Steal This Movie,0,2000,,107,"Biography,Drama,Romance",6.3,2472
tt0161860,movie,Nowhere in Africa,Nirgendwo in Afrika,0,2001,,141,"Biography,Drama,History",7.5,14815
tt0162222,movie,Cast Away,Cast Away,0,2000,,143,"Adventure,Drama,Romance",7.8,690935
tt0162346,movie,Ghost World,Ghost World,0,2001,,111,"Comedy,Drama",7.3,131185
tt0162650,movie,Shaft,Shaft,0,2000,,99,"Action,Crime,Thriller",6.0,85557
tt0162711,movie,Trixie,Trixie,0,2000,,116,"Comedy,Crime,Mystery",4.9,1693
tt0162983,movie,Hanging Up,Hanging Up,0,2000,,94,"Comedy,Drama",4.9,13795
tt0163025,movie,Jurassic Park III,Jurassic Park III,0,2001,,92,"Action,Adventure,Sci-Fi",6.0,372165
tt0163676,movie,The in Crowd,The In Crowd,0,2000,,105,"Drama,Mystery,Thriller",4.7,5036
tt0163978,movie,The Beach,The Beach,0,2000,,119,"Adventure,Drama,Romance",6.6,269503
tt0163983,movie,Bless the Child,Bless the Child,0,2000,,107,"Crime,Drama,Horror",5.1,15973
tt0164003,movie,City of Ghosts,City of Ghosts,0,2002,,116,"Crime,Drama,Thriller",5.9,6151
tt0164052,movie,Hollow Man,Hollow Man,0,2000,,112,"Action,Horror,Sci-Fi",5.9,147759
tt0164184,movie,The Sum of All Fears,The Sum of All Fears,0,2002,,124,"Action,Drama,Thriller",6.5,134588
tt0164192,movie,Boltneck,Big Monster on Campus,0,2000,,92,"Comedy,Horror,Sci-Fi",4.9,1100
tt0164212,movie,Under Suspicion,Under Suspicion,0,2000,,110,"Crime,Drama,Thriller",6.4,30357
tt0164334,movie,Along Came a Spider,Along Came a Spider,0,2001,,104,"Crime,Drama,Mystery",6.4,104253
tt0164810,movie,Pipe Dream,Pipe Dream,0,2001,,91,"Comedy,Romance",6.0,1097
tt0164961,movie,Vidocq,Vidocq,0,2001,,98,"Action,Crime,Fantasy",6.4,24025
tt0165361,movie,Highway,Highway,0,2002,,97,"Crime,Drama",6.1,7211
tt0165832,movie,Interstate 60,Interstate 60: Episodes of the Road,0,2002,,116,"Adventure,Comedy,Drama",7.5,41148
tt0165929,movie,Romeo Must Die,Romeo Must Die,0,2000,,115,"Action,Crime,Thriller",6.1,77344
tt0165982,movie,Sinbad: Legend of the Seven Seas,Sinbad: Legend of the Seven Seas,0,2003,,86,"Adventure,Animation,Comedy",6.8,64496
tt0166110,movie,Bones,Bones,0,2001,,96,"Crime,Fantasy,Horror",4.5,8633
tt0166158,movie,Daddy and Them,Daddy and Them,0,2001,,101,"Comedy,Drama",5.7,2712
tt0166276,movie,Monkeybone,Monkeybone,0,2001,,93,"Comedy,Fantasy",4.9,20330
tt0166370,movie,Subconscious Cruelty,Subconscious Cruelty,0,2000,,92,"Fantasy,Horror",4.8,2247
tt0166709,movie,Posthumous Memories,Memórias Póstumas de Brás Cubas,0,2001,,101,"Comedy,Drama",6.9,1034
tt0166813,movie,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,0,2002,,83,"Adventure,Animation,Drama",7.2,94376
tt0166924,movie,Mulholland Drive,Mulholland Dr.,0,2001,,147,"Drama,Mystery,Thriller",7.9,429796
tt0167116,movie,Desert Saints,Desert Saints,0,2002,,88,"Action,Romance,Thriller",6.0,3616
tt0167190,movie,Hellboy,Hellboy,0,2004,,122,"Action,Adventure,Fantasy",6.9,371360
tt0167203,movie,I Dreamed of Africa,I Dreamed of Africa,0,2000,,114,"Adventure,Biography,Drama",5.6,5109
tt0167260,movie,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,0,2003,,201,"Adventure,Drama,Fantasy",9.0,2172149
tt0167261,movie,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0,2002,,179,"Adventure,Drama,Fantasy",8.8,1964157
tt0167360,movie,Race to Space,Race to Space,0,2001,,104,"Drama,Family",5.4,1024
tt0167456,movie,Thunderbirds,Thunderbirds,0,2004,,95,"Action,Adventure,Comedy",4.3,15134
tt0168446,movie,Aberdeen,Aberdeen,0,2000,,106,Drama,7.1,3703
tt0168504,movie,A Better Way to Die,A Better Way to Die,0,2000,,101,"Action,Comedy,Crime",5.6,1856
tt0168629,movie,Dancer in the Dark,Dancer in the Dark,0,2000,,135,"Crime,Drama,Musical",7.9,124420
tt0168786,movie,Antwone Fisher,Antwone Fisher,0,2002,,120,"Biography,Drama",7.3,40788
tt0168856,movie,A Fish Tale,Hjælp! Jeg er en fisk,0,2000,,80,"Adventure,Animation,Comedy",6.1,8220
tt0169102,movie,Lagaan: Once Upon a Time in India,Lagaan: Once Upon a Time in India,0,2001,,224,"Drama,Musical,Sport",8.1,129758
tt0170016,movie,How the Grinch Stole Christmas,How the Grinch Stole Christmas,0,2000,,104,"Comedy,Family,Fantasy",6.4,334081
tt0170691,movie,Tigerland,Tigerland,0,2000,,101,"Drama,War",6.9,44276
tt0171356,movie,Gun Shy,Gun Shy,0,2000,,101,"Comedy,Crime,Romance",5.6,8322
tt0171359,movie,Hamlet,Hamlet,0,2000,,112,"Drama,Romance,Thriller",5.9,10372
tt0171433,movie,Keeping the Faith,Keeping the Faith,0,2000,,128,"Comedy,Drama,Romance",6.4,54384
tt0171580,movie,Nurse Betty,Nurse Betty,0,2000,,110,"Comedy,Crime,Drama",6.3,35895
tt0171928,movie,A Samba for Sherlock,O Xangô de Baker Street,0,2001,,124,"Comedy,Crime",6.6,1313
tt0172156,movie,Bad Boys II,Bad Boys II,0,2003,,147,"Action,Comedy,Crime",6.6,289148
tt0172495,movie,Gladiator,Gladiator,0,2000,,155,"Action,Adventure,Drama",8.5,1857767
tt0172543,movie,He Died with a Felafel in His Hand,He Died with a Felafel in His Hand,0,2001,,107,"Comedy,Romance",7.0,4312
tt0172632,movie,Joe Gould's Secret,Joe Gould's Secret,0,2000,,104,Drama,6.5,1683
tt0173716,movie,Cecil B. Demented,Cecil B. Demented,0,2000,,87,"Comedy,Crime,Thriller",6.3,16773
tt0173840,movie,Final Fantasy: The Spirits Within,Final Fantasy: The Spirits Within,0,2001,,106,"Action,Adventure,Animation",6.4,86380
tt0174336,movie,Whipped,Whipped,0,2000,,82,"Comedy,Romance",4.5,4533
tt0174480,movie,Autumn in New York,Autumn in New York,0,2000,,103,"Drama,Romance",5.6,30516
tt0175142,movie,Scary Movie,Scary Movie,0,2000,,88,Comedy,6.3,330825
tt0176694,movie,The Tragedy of Man,Az ember tragédiája,0,2011,,166,"Animation,Drama,History",7.9,1475
tt0176783,movie,Gossip,Gossip,0,2000,,90,"Drama,Mystery,Thriller",5.9,17165
tt0177650,movie,Company Man,Company Man,0,2000,,86,Comedy,5.2,2246
tt0177845,movie,Hotel Splendide,Hotel Splendide,0,2000,,98,Comedy,6.1,1629
tt0177858,movie,In July,Im Juli,0,2000,,99,"Adventure,Comedy,Romance",7.6,23546
tt0177882,movie,Kebab Connection,Kebab Connection,0,2004,,96,"Action,Comedy,Romance",6.6,5312
tt0177971,movie,The Perfect Storm,The Perfect Storm,0,2000,,130,"Action,Adventure,Drama",6.5,188915
tt0178043,movie,Stranger Than Fiction,Stranger Than Fiction,0,2000,,90,"Comedy,Thriller",6.1,1429
tt0178050,movie,Sunset Strip,Sunset Strip,0,2000,,90,"Comedy,Drama",5.6,1820
tt0178642,movie,The Invisible Circus,The Invisible Circus,0,2001,,93,Drama,5.5,3265
tt0179098,movie,Moonlight Mile,Moonlight Mile,0,2002,,117,"Drama,Romance",6.6,15222
tt0179183,movie,Fortress 2: Re-Entry,Fortress 2,0,2000,,92,"Action,Sci-Fi",4.5,7671
tt0179443,movie,Rancid Aluminum,Rancid Aluminium,0,2000,,91,"Comedy,Crime,Drama",3.5,1149
tt0179473,movie,"South of Heaven, West of Hell","South of Heaven, West of Hell",0,2000,,131,"Drama,Western",4.3,1803
tt0179626,movie,15 Minutes,15 Minutes,0,2001,,120,"Action,Crime,Drama",6.1,53692
tt0179861,movie,Icebreaker,Icebreaker,0,2000,,90,"Action,Drama",3.6,1430
tt0180052,movie,The Adventures of Pluto Nash,The Adventures of Pluto Nash,0,2002,,95,"Action,Comedy,Sci-Fi",3.9,28355
tt0180073,movie,Quills,Quills,0,2000,,124,"Biography,Drama",7.2,59188
tt0180093,movie,Requiem for a Dream,Requiem for a Dream,0,2000,,102,Drama,8.3,976987
tt0180679,movie,Escanaba in da Moonlight,Escanaba in da Moonlight,0,2001,,91,"Comedy,Fantasy",6.3,2185
tt0180734,movie,Hardball,Hard Ball,0,2001,,106,"Comedy,Drama,Sport",6.4,36246
tt0180837,movie,Bossa Nova,Bossa Nova,0,2000,,95,"Comedy,Drama,Romance",6.3,1914
tt0181151,movie,What Planet Are You From?,What Planet Are You From?,0,2000,,105,"Comedy,Sci-Fi",5.7,10121
tt0181536,movie,Finding Forrester,Finding Forrester,0,2000,,136,"Drama,Sport",7.3,94103
tt0181689,movie,Minority Report,Minority Report,0,2002,,145,"Action,Crime,Mystery",7.6,622752
tt0181739,movie,Osmosis Jones,Osmosis Jones,0,2001,,95,"Action,Adventure,Animation",6.3,41597
tt0181836,movie,The Specials,The Specials,0,2000,,82,"Action,Comedy,Fantasy",5.7,2675
tt0181852,movie,Terminator 3: Rise of the Machines,Terminator 3: Rise of the Machines,0,2003,,109,"Action,Sci-Fi",6.3,438212
tt0181865,movie,Traffic,Traffic,0,2000,,147,"Crime,Drama,Thriller",7.5,230917
tt0181875,movie,Almost Famous,Almost Famous,0,2000,,122,"Adventure,Comedy,Drama",7.9,315593
tt0181912,movie,In Praise of Love,Éloge de l'amour,0,2001,,97,Drama,6.3,3173
tt0181984,movie,Boiler Room,Boiler Room,0,2000,,120,"Crime,Drama,Thriller",7.0,60429
tt0182000,movie,The Caveman's Valentine,The Caveman's Valentine,0,2001,,105,"Crime,Drama,Music",5.8,7065
tt0182295,movie,Love's Labour's Lost,Love's Labour's Lost,0,2000,,93,"Comedy,Musical,Romance",5.9,5105
tt0182508,movie,Urbania,Urbania,0,2000,,103,Drama,6.8,3256
tt0183056,movie,Esther Kahn,Esther Kahn,0,2000,,157,"Drama,Romance",6.7,1252
tt0183505,movie,"Me, Myself & Irene","Me, Myself & Irene",0,2000,,116,Comedy,6.6,264337
tt0183523,movie,Mission to Mars,Mission to Mars,0,2000,,114,"Adventure,Sci-Fi,Thriller",5.7,79878
tt0183649,movie,Phone Booth,Phone Booth,0,2002,,81,"Crime,Thriller",7.1,302554
tt0183659,movie,Pollock,Pollock,0,2000,,122,"Biography,Drama",7.0,31041
tt0183790,movie,A Knight's Tale,A Knight's Tale,0,2001,,132,"Action,Adventure,Drama",7.0,220936
tt0183869,movie,Taxi 2,Taxi 2,0,2000,,88,"Action,Comedy,Crime",6.5,61972
tt0184791,movie,O,O,0,2001,,95,"Drama,Romance,Thriller",6.1,21422
tt0184858,movie,Reindeer Games,Reindeer Games,0,2000,,104,"Action,Crime,Thriller",5.8,44788
tt0184894,movie,Shanghai Noon,Shanghai Noon,0,2000,,110,"Action,Adventure,Comedy",6.6,142627
tt0184907,movie,Snow Day,Snow Day,0,2000,,89,"Adventure,Comedy,Family",5.2,14747
tt0185014,movie,Wonder Boys,Wonder Boys,0,2000,,107,"Comedy,Drama",7.2,69200
tt0185183,movie,Battlefield Earth,Battlefield Earth,0,2000,,117,"Action,Adventure,Sci-Fi",2.5,84901
tt0185431,movie,Little Nicky,Little Nicky,0,2000,,90,"Comedy,Fantasy",5.3,119808
tt0186045,movie,Drowning Mona,Drowning Mona,0,2000,,96,"Comedy,Crime,Mystery",5.8,16602
tt0186151,movie,Frequency,Frequency,0,2000,,118,"Crime,Drama,Mystery",7.4,124076
tt0186183,movie,The Guilty,The Guilty,0,2000,,108,"Crime,Drama,Thriller",6.1,4213
tt0186202,movie,Cowboy Up,Cowboy Up,0,2001,,105,"Drama,Romance,Western",5.6,1043
tt0186566,movie,Space Cowboys,Space Cowboys,0,2000,,130,"Action,Adventure,Thriller",6.5,90129
tt0186589,movie,Sugar & Spice,Sugar & Spice,0,2001,,81,"Comedy,Crime",5.8,16392
tt0186894,movie,Bounce,Bounce,0,2000,,106,"Drama,Romance",5.8,22683
tt0186895,movie,Les Boys III,Les Boys III,0,2001,,124,"Comedy,Drama,Sport",5.7,1243
tt0186975,movie,Down to You,Down to You,0,2000,,91,"Comedy,Drama,Romance",5.0,16482
tt0187078,movie,Gone in 60 Seconds,Gone in Sixty Seconds,0,2000,,118,"Action,Crime,Thriller",6.5,310969
tt0187251,movie,Lovers Lane,Lovers Lane,0,2000,,90,"Horror,Mystery,Thriller",4.3,1704
tt0187393,movie,The Patriot,The Patriot,0,2000,,165,"Action,Drama,War",7.2,313521
tt0187512,movie,She Gets What She Wants,"Slap Her, She's French!",0,2002,,88,"Comedy,Romance",5.1,5956
tt0187696,movie,Anatomy,Anatomie,0,2000,,103,"Horror,Thriller",6.0,14648
tt0187738,movie,Blade II,Blade II,0,2002,,117,"Action,Horror,Sci-Fi",6.7,253163
tt0188055,movie,Mercy,Mercy,0,2000,,117,"Mystery,Thriller",5.3,2576
tt0188128,movie,Very Annie Mary,Very Annie Mary,0,2001,,104,"Comedy,Musical",6.6,1386
tt0188453,movie,Birthday Girl,Birthday Girl,0,2001,,93,"Comedy,Crime,Thriller",6.0,27194
tt0189192,movie,Just Visiting,Just Visiting,0,2001,,88,"Adventure,Comedy,Fantasy",5.7,21254
tt0189456,movie,Cut,Cut,0,2000,,82,"Comedy,Horror,Mystery",4.4,4055
tt0189541,movie,Gabriela,Gabriela,0,2001,,93,"Drama,Romance",4.8,1551
tt0189998,movie,Shadow of the Vampire,Shadow of the Vampire,0,2000,,92,"Drama,Horror",6.9,47978
tt0190138,movie,The Whole Nine Yards,The Whole Nine Yards,0,2000,,98,"Comedy,Crime",6.7,135750
tt0190332,movie,"Crouching Tiger, Hidden Dragon",Wo hu cang long,0,2000,,120,"Action,Adventure,Drama",7.9,295709
tt0190346,movie,The Dancer,The Dancer,0,2000,,89,Drama,5.7,1140
tt0190374,movie,Dungeons & Dragons,Dungeons & Dragons,0,2000,,107,"Action,Adventure,Fantasy",3.7,37945
tt0190524,movie,Left Behind: The Movie,Left Behind,0,2000,,96,"Action,Drama,Fantasy",4.4,11136
tt0190590,movie,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",0,2000,,107,"Adventure,Comedy,Crime",7.7,352657
tt0190861,movie,Vatel,Vatel,0,2000,,103,"Biography,Drama,History",6.6,8587
tt0190865,movie,Vertical Limit,Vertical Limit,0,2000,,124,"Action,Adventure,Drama",6.0,70330
tt0190938,movie,Swindle,$windle,0,2002,,93,"Action,Crime,Drama",5.4,1041
tt0191037,movie,Circus,Circus,0,2000,,95,"Crime,Drama,Thriller",5.5,2423
tt0191074,movie,New Best Friend,New Best Friend,0,2002,,91,"Drama,Mystery,Thriller",5.3,3611
tt0191133,movie,The Fighting Temptations,The Fighting Temptations,0,2003,,123,"Comedy,Drama,Music",5.6,8024
tt0191397,movie,The Replacements,The Replacements,0,2000,,118,"Comedy,Sport",6.6,74629
tt0191636,movie,Widow of St. Pierre,La veuve de Saint-Pierre,0,2000,,112,"Drama,History,Romance",7.1,5876
tt0191754,movie,28 Days,28 Days,0,2000,,103,"Comedy,Drama",6.1,57915
tt0191996,movie,Essex Boys,Essex Boys,0,2000,,102,"Action,Crime,Drama",6.1,4508
tt0192023,movie,Finder's Fee,Finder's Fee,0,2001,,100,"Drama,Thriller",6.2,3673
tt0192071,movie,Get Over It,Get Over It,0,2001,,87,"Comedy,Romance",5.7,20981
tt0192111,movie,Head Over Heels,Head Over Heels,0,2001,,86,"Comedy,Mystery,Romance",5.5,16119
tt0192255,movie,The Little Vampire,The Little Vampire,0,2000,,95,"Adventure,Comedy,Family",5.8,12536
tt0192407,movie,Otto - Der Katastrofenfilm,Otto - Der Katastrofenfilm,0,2000,,92,Comedy,4.3,1839
tt0192455,movie,Picking Up the Pieces,Picking Up the Pieces,0,2000,,95,"Comedy,Crime,Fantasy",4.7,4035
tt0192614,movie,The Skulls,The Skulls,0,2000,,106,"Action,Crime,Drama",5.6,35430
tt0192731,movie,Urban Legends: Final Cut,Urban Legends: Final Cut,0,2000,,97,"Horror,Mystery",4.4,20315
tt0192788,movie,Where the Red Fern Grows,Where the Red Fern Grows,0,2003,,86,"Drama,Family",6.4,1522
tt0192949,movie,Stardom,Stardom,0,2000,,100,"Comedy,Drama",5.7,1861
tt0193364,movie,The Order,The Order,0,2001,,89,"Action,Adventure,Comedy",4.7,10183
tt0193560,movie,Texas Rangers,Texas Rangers,0,2001,,90,"Action,Adventure,Drama",5.3,6777
tt0193741,movie,Badding,Badding,0,2000,,103,"Biography,Comedy,Drama",5.9,1446
tt0193854,movie,A Shot at Glory,A Shot at Glory,0,2000,,114,"Drama,Sport",6.3,2691
tt0194104,movie,Leak,Lek,0,2000,,105,"Action,Crime,Thriller",7.0,3027
