tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt1153690,movie,Ballast,Ballast,0,2008,,96,Drama,6.9,2477
tt1153706,movie,Dance Flick,Dance Flick,0,2009,,83,"Action,Comedy,Music",3.7,13455
tt11539996,movie,Relay,Relay,0,2024,,112,"Action,Drama,Thriller",7.0,38703
tt11540272,movie,Lapsis,Lapsis,0,2020,,108,"Drama,Mystery,Sci-Fi",6.2,3015
tt11540284,movie,8-Bit Christmas,8-Bit Christmas,0,2021,,97,"Comedy,Family",6.7,25446
tt11540468,movie,Breathe,Breathe,0,2024,,93,"Action,Sci-Fi,Thriller",4.3,8527
tt11540726,movie,Resurrection,Resurrection,0,2022,,103,"Crime,Drama,Horror",5.9,13918
tt11541872,movie,Big Bug,BigBug,0,2022,,111,"Comedy,Sci-Fi",5.5,11503
tt11542194,movie,Kaaal,Kaaal,0,2020,,109,"Adventure,Horror,Mystery",4.7,1671
tt11542214,movie,War of the Eltis,Eltilerin Savasi,0,2020,,118,"Comedy,Family",5.8,5987
tt11543916,movie,Chathur Mukham,Chathur Mukham,0,2021,,138,"Horror,Thriller",5.7,1918
tt11546078,movie,Utthara,Utthara,0,2020,,132,Romance,8.1,1079
tt11547520,movie,Kalashnikov,Kalashnikov,0,2020,,110,"Action,Biography,Drama",6.6,6300
tt11548822,movie,Cow,Cow,0,2021,,94,Documentary,7.1,2798
tt11548850,movie,The Deep Ones,The Deep Ones,0,2020,,83,"Horror,Sci-Fi",4.1,1097
tt1155053,movie,A Frozen Flower,Ssang-hwa-jeom,0,2008,,133,"Drama,History,Romance",7.1,5761
tt1155056,movie,"I Love You, Man","I Love You, Man",0,2009,,105,"Comedy,Romance",7.0,226122
tt1155060,movie,Down the Shore,Down the Shore,0,2011,,93,"Drama,Mystery,Romance",5.9,1540
tt1155076,movie,The Karate Kid,The Karate Kid,0,2010,,140,"Action,Drama,Family",6.3,227999
tt11552344,movie,Murder at Yellowstone City,Murder at Yellowstone City,0,2022,,127,"Crime,Drama,Mystery",5.4,3637
tt11555492,movie,Farha,Farha,0,2021,,92,Drama,8.0,91043
tt1155592,movie,Man on Wire,Man on Wire,0,2008,,94,"Biography,Crime,Documentary",7.7,61150
tt1155650,movie,The Garden of Sinners: Overlooking View,Gekijô ban Kara no kyôkai: Dai isshô - Fukan fûkei,0,2007,,49,"Action,Animation,Crime",6.9,3224
tt1155651,movie,The Garden of Sinners: A Study in Murder - Part 1,Gekijô ban Kara no kyôkai: Dai ni shô - Satsujin kôsatsu (zen),0,2007,,61,"Action,Animation,Crime",7.1,2430
tt1155652,movie,The Garden of Sinners: Remaining Sense of Pain,Gekijô ban Kara no kyôkai: Dai san shô - Tsukakû zanryû,0,2008,,58,"Action,Animation,Crime",7.3,2318
tt1155696,movie,Detective Conan: Full Score of Fear,Meitantei Conan: Senritsu no furu sukoa,0,2008,,116,"Action,Adventure,Animation",6.7,2425
tt1155705,movie,20th Century Boys 1: Beginning of the End,20-seiki shônen: Honkaku kagaku bôken eiga,0,2008,,142,"Adventure,Fantasy,Mystery",6.6,2972
tt11558688,movie,The Spy Who Never Dies,The Spy Who Never Dies,0,2022,,99,"Action,Comedy,Thriller",4.2,2131
tt11559138,movie,Young Hunter,El cazador,0,2020,,101,Drama,6.0,1678
tt11559472,movie,Ali & Ava,Ali & Ava,0,2021,,95,"Drama,Romance",6.7,3550
tt1156067,movie,The Lightkeepers,The Lightkeepers,0,2009,,97,Comedy,5.7,1644
tt1156132,movie,Ice Storm,De hel van '63,0,2009,,108,"Adventure,Comedy,Drama",6.2,2701
tt1156143,movie,Wild Grass,Les Herbes folles,0,2009,,104,"Drama,Romance",6.2,4105
tt1156148,movie,Karzzzz,Karzzzz,0,2008,,142,"Action,Drama,Musical",2.3,1520
tt1156173,movie,Vincere,Vincere,0,2009,,128,"Biography,Drama,Romance",6.9,6133
tt11561750,movie,Thattassery Koottam,Thattassery Koottam,0,2022,,121,Comedy,5.0,1009
tt11561866,movie,Masameer: The Movie,Masameer: The Movie,0,2020,,110,"Animation,Comedy",5.9,2753
tt11563070,movie,Acharya,Acharya,0,2022,,152,"Action,Drama",3.8,5523
tt11563598,movie,A Complete Unknown,A Complete Unknown,0,2024,,141,"Biography,Drama,Music",7.3,119383
tt1156395,movie,K-20: The Fiend with Twenty Faces,K-20: Kaijin nijû mensô den,0,2008,,137,"Action,Adventure,Crime",6.5,2224
tt1156398,movie,Zombieland,Zombieland,0,2009,,88,"Action,Comedy,Horror",7.5,669918
tt11564214,movie,End Game,Ren chao xiong yong,0,2021,,119,"Action,Comedy,Crime",6.2,1132
tt1156444,movie,Triad Wars,Duo shuai,0,2008,,117,"Action,Crime,Thriller",5.7,1240
tt1156447,movie,Happy Flight,Happî furaito,0,2008,,103,Comedy,6.5,1132
tt11564570,movie,Glass Onion,Glass Onion,0,2022,,139,"Comedy,Crime,Drama",7.1,527304
tt1156466,movie,Undisputed III: Redemption,Undisputed III: Redemption,0,2010,,96,"Action,Crime,Drama",7.3,47940
tt1156470,movie,Zen,Zen,0,2009,,127,"Biography,Drama",7.3,1256
tt1156479,movie,Kamui Gaiden,Kamui gaiden,0,2009,,120,"Action,Adventure,Drama",5.6,1149
tt1156506,movie,Connected,Bo chi tung wah,0,2008,,110,"Action,Adventure,Crime",6.6,2716
tt1156516,movie,Ready,Ready,0,2008,,165,"Action,Comedy,Romance",7.2,1737
tt11565160,movie,The Y,The Y,0,2023,,110,"Horror,Mystery,Thriller",5.3,2654
tt1156519,movie,The Three Investigators and the Secret of Terror Castle,The Three Investigators and the Secret of Terror Castle,0,2009,,97,"Adventure,Family,Mystery",5.7,1478
tt1156531,movie,On the Path,Na putu,0,2010,,100,Drama,6.9,2164
tt11566164,movie,Secret Zoo,Haechijianha,0,2020,,118,Comedy,6.2,2422
tt11569658,movie,Snow Falls,Snow Falls,0,2023,,79,Horror,3.1,1915
tt11573276,movie,Outpost,Outpost,0,2022,,88,Horror,4.6,1156
tt1157549,movie,The Happiest Girl in the World,Cea mai fericita fata din lume,0,2009,,99,"Comedy,Drama",6.9,1903
tt1157605,movie,Anvil: The Story of Anvil,Anvil: The Story of Anvil,0,2008,,80,"Biography,Documentary,Drama",7.9,17372
tt11576124,movie,Rogue,Rogue,0,2020,,105,"Action,Horror,Thriller",4.2,10750
tt1157631,movie,Dog Eat Dog,Perro come perro,0,2008,,106,Thriller,6.6,1927
tt1157705,movie,Roman Polanski: Wanted and Desired,Roman Polanski: Wanted and Desired,0,2008,,99,"Crime,Documentary",7.2,5352
tt1157720,movie,Stranded,Stranded: I've Come from a Plane That Crashed on the Mountains,0,2007,,130,Documentary,8.0,1549
tt11579538,movie,The Replacement,El sustituto,0,2021,,117,"Action,Thriller",6.4,1654
tt11580854,movie,Sarpatta Parambarai,Sarpatta parambarai,0,2021,,173,"Action,Drama,Sport",8.5,28752
tt11580914,movie,Yaadhum Oore Yaavarum Kelir,Yaadhum Oore Yaavarum Kelir,0,2023,,116,"Action,Drama",5.1,1479
tt11580944,movie,Seetimaarr,Seetimaarr,0,2021,,139,Action,5.0,1469
tt11581174,movie,Karnan,Karnan,0,2021,,158,"Action,Drama",8.0,25211
tt11581264,movie,Draupathi,Draupathi,0,2020,,159,Drama,3.9,4793
tt1158278,movie,Kisaragi,Kisaragi,0,2007,,108,"Comedy,Mystery",7.2,1407
tt11586384,movie,Masking Threshold,Masking Threshold,0,2021,,90,"Drama,Fantasy,Horror",5.5,5107
tt1158700,movie,Desh Drohi,Desh Drohi,0,2008,,140,"Action,Crime,Thriller",1.2,7129
tt1158936,movie,Eden Is West,Eden à l'Ouest,0,2009,,110,Drama,6.8,2843
tt1158939,movie,Never Grow Old,Never Grow Old,0,2019,,100,"Drama,Thriller,Western",6.0,5475
tt11591306,movie,The Priest,The Priest,0,2021,,140,"Horror,Mystery,Thriller",6.0,8387
tt11591424,movie,The Stay,The Stay,0,2021,,87,"Drama,Horror,Mystery",4.1,5855
tt11592014,movie,Today We Fix the World,Hoy se arregla el mundo,0,2022,,113,"Comedy,Drama",6.2,1420
tt1159231,movie,A Beautiful Wife,Una moglie bellissima,0,2007,,96,Comedy,5.3,1803
tt11594766,movie,The Secret Diary of an Exchange Student,The Secret Diary of an Exchange Student,0,2021,,96,"Comedy,Romance",5.5,1210
tt1159502,movie,Kurosagi: The Black Swindler,Eiga: Kurosagi,0,2008,,127,"Crime,Drama,Thriller",5.5,1003
tt1159721,movie,Order of Chaos,Order of Chaos,0,2010,,90,Thriller,4.5,1538
tt1159922,movie,Cheerful Weather for the Wedding,Cheerful Weather for the Wedding,0,2012,,89,"Comedy,Drama,Romance",5.6,2535
tt1159926,movie,City of Life,City of Life,0,2009,,119,"Drama,Romance",6.8,1458
tt11599576,movie,Juniper,Juniper,0,2021,,94,Drama,6.6,2422
tt1159961,movie,Waking Sleeping Beauty,Waking Sleeping Beauty,0,2009,,86,"Documentary,Drama,History",7.5,3456
tt1160022,movie,Rumba,Rumba,0,2008,,77,"Comedy,Drama",6.8,1867
tt1160315,movie,Body,Body sob 19,0,2007,,125,"Drama,Horror,Mystery",6.4,1296
tt1160317,movie,Death of a Ghost Hunter,Death of a Ghost Hunter,0,2007,,107,"Horror,Thriller",4.3,2272
tt1160368,movie,12 Rounds,12 Rounds,0,2009,,108,"Action,Crime,Thriller",5.6,31900
tt1160374,movie,Sweatshop,Sweatshop,0,2009,,90,Horror,4.2,1473
tt11603828,movie,Super Machi,Super Machi,0,2022,,132,"Action,Family,Romance",4.3,1802
tt1160419,movie,Dune: Part One,Dune: Part One,0,2021,,155,"Action,Adventure,Drama",8.0,1068254
tt11604676,movie,Nayattu,Nayattu,0,2021,,124,"Crime,Thriller",8.0,10456
tt1160524,movie,Naruto Shippuden: The Movie - Bonds,Gekijô ban Naruto: Shippûden - Kizuna,0,2008,,98,"Action,Animation,Fantasy",6.8,6268
tt1160525,movie,Pokémon: Giratina and the Sky Warrior,Gekijôban Poketto Monsutâ Daiyamondo & Pâru: Giratina to sora no hanataba Sheimi,0,2008,,100,"Action,Adventure,Animation",6.1,3461
tt1160539,movie,Boys Over Flowers: Final,Hana yori dango: Fainaru,0,2008,,131,Drama,6.8,1646
tt1160629,movie,Suspect X,Yôgisha X no kenshin,0,2008,,128,"Crime,Drama,Mystery",7.4,4430
tt11608126,movie,Heir of the Witch,Heir of the Witch,0,2023,,94,"Horror,Thriller",3.9,1272
tt1160996,movie,The Colony,The Colony,0,2013,,95,"Action,Horror,Sci-Fi",5.3,49488
tt1161064,movie,Super Capers: The Origins of Ed and the Missing Bullion,Super Capers: The Origins of Ed and the Missing Bullion,0,2008,,98,"Action,Adventure,Comedy",3.2,1217
tt11610804,movie,Haute Couture,Haute couture,0,2021,,100,"Comedy,Drama",6.2,1546
tt11611064,movie,Day by Day,Dag för dag,0,2022,,110,"Comedy,Drama",6.4,1451
tt11611486,movie,The Restless,Les intranquilles,0,2021,,117,Drama,6.6,1410
tt11612144,movie,Koli Taal,Koli Taal,0,2021,,92,"Comedy,Drama,Mystery",7.6,2416
tt11612890,movie,Night Night,Night Night,0,2021,,92,"Horror,Thriller",3.9,3028
tt11613184,movie,Mounam,Mounam,0,2020,,142,Family,2.6,1295
tt1161404,movie,Blood Night: The Legend of Mary Hatchet,Blood Night: The Legend of Mary Hatchet,0,2009,,83,Horror,4.4,2578
tt1161418,movie,Gentlemen Broncos,Gentlemen Broncos,0,2009,,90,"Comedy,Fantasy,Sci-Fi",6.2,14500
tt1161443,movie,Friend Zone,Pagafantas,0,2009,,80,"Comedy,Romance",6.1,2282
tt11614912,movie,She Dies Tomorrow,She Dies Tomorrow,0,2020,,86,"Drama,Fantasy,Horror",5.0,7938
tt11615038,movie,After Truth: Disinformation and the Cost of Fake News,After Truth: Disinformation and the Cost of Fake News,0,2020,,95,Documentary,7.0,2055
tt11615290,movie,Beastie Boys Story,Beastie Boys Story,0,2020,,119,"Biography,Documentary,Music",7.7,8907
tt11615616,movie,Gatlopp,Gatlopp,0,2022,,80,"Comedy,Drama,Horror",5.9,2157
tt11616036,movie,"Goodbye, America","Gudbay, Amerika!",0,2020,,101,"Comedy,Drama,Romance",6.6,2199
tt1161646,movie,Gingerdead Man 2: Passion of the Crust,Gingerdead Man 2: Passion of the Crust,0,2008,,72,"Comedy,Fantasy,Horror",4.0,1709
tt11617052,movie,Undine,Undine,0,2020,,91,"Drama,Fantasy,Mystery",6.6,10613
tt11618350,movie,Nemesis,Nemesis,0,2021,,88,"Crime,Thriller",3.3,1214
tt11618536,movie,Shithouse,Shithouse,0,2020,,100,"Comedy,Drama,Romance",6.9,7851
tt1161864,movie,The Rite,The Rite,0,2011,,114,"Drama,Horror,Mystery",6.0,107088
tt11622272,movie,Run Uje Run,Spring Uje spring,0,2020,,77,"Comedy,Drama,Music",6.9,2115
tt11623722,movie,Green Sea,Prasini thalassa,0,2020,,94,Drama,6.5,1259
tt11623854,movie,Varayan,Varayan,0,2022,,143,"Action,Drama",5.0,1047
tt11625100,movie,The Metamorphosis of Birds,A Metamorfose dos Pássaros,0,2020,,101,"Biography,Documentary,Drama",7.4,1813
tt11626108,movie,Immanence,Immanence,0,2022,,92,"Horror,Mystery,Thriller",3.8,1640
tt11628854,movie,Silent Night,Silent Night,0,2021,,92,"Comedy,Drama,Horror",5.8,25524
tt11636880,movie,Attack on Finland,Omerta 6/12,0,2021,,119,"Action,Thriller",5.3,2435
tt1163752,movie,"It's Not Me, I Swear!","C'est pas moi, je le jure!",0,2008,,110,"Comedy,Drama,Family",7.4,2527
tt11640022,movie,Chakra,Chakra,0,2021,,131,Action,6.3,4667
tt11640536,movie,The Middle Man,The Middle Man,0,2021,,95,"Comedy,Drama",6.0,1190
tt11641654,movie,Gabriel's Rapture,Gabriel's Rapture: Part One,0,2021,,106,Romance,5.7,1493
tt11648514,movie,Narappa,Narappa,0,2021,,153,"Action,Drama",7.6,4404
tt11649338,movie,Black Friday,Black Friday,0,2021,,84,"Comedy,Horror",4.7,9998
tt11649614,movie,Hitman: Agent Jun,Hiteumaen,0,2020,,110,"Action,Comedy",6.4,2637
tt1164999,movie,Biutiful,Biutiful,0,2010,,148,"Drama,Romance",7.4,98154
tt11650226,movie,Vengeance Is Mine,Vengeance Is Mine,0,2021,,79,"Action,Thriller",5.0,10364
tt11650674,movie,Ouija Shark,Ouija Shark,0,2020,,71,Horror,1.9,1139
tt11651550,movie,Operation Java,Operation Java,0,2021,,146,"Crime,Drama,Thriller",8.0,5989
tt11651780,movie,Choked,Choked,0,2020,,114,Drama,5.7,6017
tt11651796,movie,AK vs AK,AK vs AK,0,2020,,108,"Comedy,Crime,Drama",6.9,15898
tt1165253,movie,Dream,Bimong,0,2008,,95,"Drama,Fantasy,Mystery",6.5,4184
tt1165293,movie,Playing,Jogo de cena,0,2007,,100,"Documentary,Drama",8.4,1630
tt11655202,movie,Riders of Justice,Retfærdighedens ryttere,0,2020,,116,"Action,Comedy,Drama",7.5,76421
tt11656172,movie,Hard Kill,Hard Kill,0,2020,,98,"Action,Thriller",3.1,19812
tt11656220,movie,Midnight in the Switchgrass,Midnight in the Switchgrass,0,2021,,99,"Crime,Mystery,Thriller",4.6,12847
tt11656548,movie,Mother,Mazâ,0,2020,,126,"Drama,Thriller",6.8,3718
tt11657662,movie,The Witcher: Nightmare of the Wolf,The Witcher: Nightmare of the Wolf,0,2021,,83,"Action,Adventure,Animation",7.2,55304
tt11658120,movie,Xtreme,Xtremo,0,2021,,111,"Action,Crime,Drama",5.8,5630
tt1166085,movie,120,120,0,2008,,114,"Drama,History,War",7.2,7274
tt1166100,movie,Ghajini,Ghajini,0,2008,,186,"Action,Mystery,Thriller",7.4,72383
tt11663228,movie,Jailer,Jailer,0,2023,,168,"Action,Comedy,Crime",7.2,46237
tt11667452,movie,March for Freedom,March for Freedom,0,2019,,134,Documentary,7.2,1662
tt1166810,movie,Fat People,Gordos,0,2009,,110,"Comedy,Drama",6.5,3146
tt11668320,movie,"Crazy, Not Insane","Crazy, Not Insane",0,2020,,119,"Biography,Crime,Documentary",6.9,2973
tt11668530,movie,Anaconda,Anaconda,0,2024,,84,"Action,Adventure,Horror",4.7,1411
tt11669538,movie,Nobody's Hero,Viens je t'emmène,0,2022,,100,"Comedy,Drama",6.2,1056
tt11671006,movie,The Man from Toronto,The Man from Toronto,0,2022,,110,"Action,Adventure,Comedy",5.9,67246
tt11674072,movie,Monica and Friends: Lessons,Turma da Mônica: Lições,0,2021,,91,"Adventure,Drama,Family",7.6,1580
tt11674730,movie,The Last Stop in Yuma County,The Last Stop in Yuma County,0,2023,,90,"Crime,Drama,Thriller",6.9,25372
tt1167599,movie,Vicky the Viking,Wickie und die starken Männer,0,2009,,85,"Action,Adventure,Comedy",5.6,3803
tt1167611,movie,Don't Be Bad,Non essere cattivo,0,2015,,103,"Crime,Drama",7.1,5726
tt1167638,movie,22 Bullets,L'immortel,0,2010,,117,"Action,Crime,Drama",6.6,38078
tt1167660,movie,OSS 117: Lost in Rio,OSS 117 : Rio ne répond plus,0,2009,,101,"Action,Adventure,Comedy",6.8,17975
tt1167675,movie,Saint,Sint,0,2010,,88,"Comedy,Fantasy,Horror",5.6,10262
tt11680472,movie,Posti,Posti,0,2022,,126,"Comedy,Drama",4.9,1295
tt11681056,movie,Natural Light,Természetes fény,0,2021,,103,"Drama,History,War",5.9,1501
tt11681250,movie,Godmothered,Godmothered,0,2020,,110,"Comedy,Drama,Family",6.1,15019
tt11681282,movie,The Mad Women's Ball,Le bal des folles,0,2021,,122,"Drama,Thriller",6.7,5112
tt11682998,movie,White Latina,White Latina,0,2019,,60,Comedy,5.7,1358
tt11685322,movie,Sweet Thing,Sweet Thing,0,2020,,91,Drama,7.0,1491
tt11686490,movie,The Deep House,The Deep House,0,2021,,85,"Drama,Horror,Mystery",5.3,19791
tt11687002,movie,The Outrun,The Outrun,0,2024,,118,"Biography,Drama",6.9,22674
tt11687104,movie,"Alice, Darling","Alice, Darling",0,2022,,89,"Drama,Mystery,Romance",5.6,14907
tt11691722,movie,Schweinsteiger Memories: Von Anfang bis Legende,Schweinsteiger Memories: Von Anfang bis Legende,0,2020,,112,"Biography,Documentary,Sport",7.5,1235
tt11692148,movie,Gaza mon amour,Gaza mon amour,0,2020,,87,"Comedy,Drama",6.8,1331
tt1169270,movie,Don,Don,0,2007,,154,"Action,Crime,Drama",5.8,1885
tt11692986,movie,Fierce,Jak zostac gwiazda,0,2020,,118,"Comedy,Music",5.5,1693
tt11695190,movie,Blue Ridge,Blue Ridge,0,2020,,87,"Action,Mystery,Thriller",5.7,1327
tt11695654,movie,Uncle Peckerhead,Uncle Peckerhead,0,2020,,97,"Comedy,Horror,Music",5.9,3058
tt11696276,movie,Renegades,Renegades,0,2022,,91,"Action,Crime,Drama",3.7,2471
tt11696342,movie,Black Warrant,Black Warrant,0,2022,,94,"Action,Thriller",4.7,1022
tt11697484,movie,The 2nd,The 2nd,0,2020,,93,"Action,Drama",3.9,9589
tt11697690,movie,The Woman Who Ran,Do-mang-chin yeo-ja,0,2020,,77,Drama,6.7,4044
tt11697820,movie,Days,Rizi,0,2020,,127,Drama,6.6,2198
tt11697832,movie,DAU. Natasha,DAU. Natasha,0,2020,,138,Drama,6.2,1674
tt11697844,movie,There Is No Evil,Sheytan vojood nadarad,0,2020,,151,Drama,7.5,8013
tt1169809,movie,Book of Blood,Book of Blood,0,2009,,100,"Drama,Horror,Mystery",5.3,8813
tt1169834,movie,Mississippi Damned,Mississippi Damned,0,2009,,120,Drama,7.6,1045
tt1169841,movie,Return of Hanuman,Return of Hanuman,0,2007,,110,"Action,Adventure,Animation",7.6,2290
tt11698630,movie,Crazy About Her,Loco por ella,0,2021,,102,"Comedy,Romance",6.6,6954
tt11698662,movie,Sounds Like Love,Fuimos canciones,0,2021,,110,"Comedy,Music,Romance",5.4,3053
tt11698800,movie,Enys Men,Enys Men,0,2022,,96,"Fantasy,Horror,Mystery",5.6,4553
tt11700260,movie,Official Competition,Competencia oficial,0,2021,,115,"Comedy,Drama",7.0,17833
tt11701774,movie,Lucky,Lucky,0,2020,,83,"Drama,Fantasy,Horror",4.9,3091
tt11703050,movie,The House,The House,0,2022,,97,"Animation,Comedy,Drama",6.8,26082
tt11703244,movie,The Blackening,The Blackening,0,2022,,97,"Comedy,Horror,Mystery",6.0,27358
tt1170350,movie,Crush,Crush,0,2009,,82,"Horror,Mystery,Thriller",4.2,1764
tt1170358,movie,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,0,2013,,161,"Adventure,Fantasy",7.8,756028
tt11703710,movie,Downton Abbey: A New Era,Downton Abbey: A New Era,0,2022,,124,"Drama,Romance",7.4,38949
tt1170391,movie,Beautiful,Beautiful,0,2009,,97,"Drama,Thriller",5.2,1792
tt1170393,movie,Tambourine,Dayereh-e zangi,0,2008,,110,"Comedy,Drama",6.9,4939
tt1170399,movie,C Kkompany,C Kkompany,0,2008,,127,"Comedy,Crime,Drama",5.6,1530
tt1170402,movie,I-4: Loufa & Apallagi,I-4: Loufa & apallagi,0,2008,,90,Comedy,5.5,2383
tt1170404,movie,Mere Baap Pehle Aap,Mere Baap Pehle Aap,0,2008,,163,"Comedy,Drama,Romance",5.6,3208
tt11708140,movie,Asylum: Twisted Horror and Fantasy Tales,Asylum: Twisted Horror and Fantasy Tales,0,2020,,117,"Comedy,Horror,Sci-Fi",4.8,1683
tt1171222,movie,Baggage Claim,Baggage Claim,0,2013,,96,"Comedy,Romance",5.1,10105
tt1171226,movie,A Bunch of Amateurs,A Bunch of Amateurs,0,2008,,96,Comedy,6.0,1202
tt1171672,movie,The Heaven,Cennet,0,2008,,92,Drama,4.7,1198
tt1171701,movie,The Breath,Nefes,0,2009,,128,"Action,Drama,Thriller",8.0,37012
tt1171709,movie,At the Beach,Plajda,0,2008,,85,Comedy,3.3,9807
tt1171721,movie,Son Ders: Ask ve Üniversite,Son Ders: Ask ve Üniversite,0,2008,,99,"Comedy,Drama",6.9,2666
tt11718516,movie,Huesera: The Bone Woman,Huesera,0,2022,,97,"Drama,Horror,Mystery",6.0,7646
tt11718526,movie,Ninnila Ninnila,Ninnila Ninnila,0,2021,,118,"Comedy,Romance",7.5,1656
tt11718902,movie,Ajagajantharam,Ajagajantharam,0,2021,,122,"Action,Comedy",6.7,2412
tt11719648,movie,Dry Wind,Vento Seco,0,2020,,110,Drama,6.4,1614
tt11720440,movie,Carry on Jatta 3,Carry on Jatta 3,0,2023,,136,"Comedy,Drama,Romance",5.9,11816
tt1172049,movie,Demolition,Demolition,0,2015,,101,"Comedy,Drama",7.0,135307
tt1172060,movie,It's Alive,It's Alive,0,2009,,80,"Horror,Sci-Fi",3.5,3121
tt1172203,movie,Sita Sings the Blues,Sita Sings the Blues,0,2008,,82,"Animation,Comedy,Fantasy",7.5,5103
tt1172206,movie,Somers Town,Somers Town,0,2008,,71,"Comedy,Drama",6.8,6936
tt1172230,movie,Diamond 13,Diamant 13,0,2009,,98,"Action,Crime,Thriller",5.1,1462
tt1172233,movie,Whip It,Whip It,0,2009,,111,"Drama,Sport",6.9,72472
tt11724920,movie,Dead Sea,Dead Sea,0,2024,,88,"Crime,Thriller",5.2,6281
tt1172522,movie,Machan,Machan,0,2008,,109,"Biography,Comedy,Drama",7.7,2430
tt11725680,movie,Most Eligible Bachelor,Most Eligible Bachelor,0,2021,,170,"Drama,Romance",6.2,4142
tt1172570,movie,Bronson,Bronson,0,2008,,92,"Action,Crime,Drama",7.0,150374
tt1172571,movie,The Children,The Children,0,2008,,84,"Horror,Mystery,Thriller",5.9,19718
tt1172587,movie,Delhi Safari,Delhi Safari,0,2012,,96,"Adventure,Animation,Comedy",5.6,2258
tt11727052,movie,The Closet,Keullojet,0,2020,,97,"Horror,Mystery",5.7,3132
tt11727866,movie,Catherine Called Birdy,Catherine Called Birdy,0,2022,,108,Adventure,6.6,9620
tt11729298,movie,American Underdog,American Underdog,0,2021,,112,"Biography,Drama,Romance",7.1,28445
tt1172963,movie,Lemon Tree,Etz Limon,0,2008,,106,"Drama,War",7.3,7108
tt1172991,movie,The Company Men,The Company Men,0,2010,,104,Drama,6.7,51132
tt1172994,movie,The House of the Devil,The House of the Devil,0,2009,,95,"Horror,Mystery",6.3,55794
tt1172998,movie,Hurricane Season,Hurricane Season,0,2009,,102,"Drama,Sport",6.6,3481
tt11730914,movie,Maaran,Maaran,0,2022,,130,"Action,Thriller",4.4,2902
tt11730940,movie,Bamfaad,Bamfaad,0,2020,,102,Romance,5.8,2273
tt11731024,movie,Iravin Nizhal,Iravin Nizhal,0,2022,,122,"Action,Drama,Mystery",6.5,2026
tt11731768,movie,Ka Pae Ranasingam,Ka Pae Ranasingam,0,2020,,177,Drama,7.2,2222
tt11731984,movie,Dharala Prabhu,Dharala Prabhu,0,2020,,145,"Comedy,Drama",6.7,1001
tt11732164,movie,Pathu Thala,Pathu Thala,0,2023,,151,"Action,Crime,Drama",6.7,10340
tt11734264,movie,Sentinelle,Sentinelle,0,2021,,80,"Action,Drama,Thriller",4.8,9236
tt11735544,movie,Beans,Beans,0,2020,,92,Drama,6.9,1233
tt11736638,movie,Four Souls of Coyote,Kojot négy lelke,0,2023,,103,"Action,Adventure,Animation",7.1,1047
tt1173686,movie,Beautiful,A-leum-dab-da,0,2008,,88,Drama,6.4,1087
tt1173687,movie,The Bang Bang Club,The Bang Bang Club,0,2010,,106,"Biography,Drama,History",6.9,12004
tt1173745,movie,Revanche,Revanche,0,2008,,121,"Crime,Drama,Romance",7.5,17258
tt11737466,movie,American Insurrection,American Insurrection,0,2021,,115,"Action,Drama",3.2,1853
tt11737772,movie,Chal Mera Putt 2,Chal Mera Putt 2,0,2020,,124,Drama,8.3,3767
tt11737936,movie,Walnut Tree,Derakhte Gerdoo,0,2020,,100,"Drama,History,War",7.5,3025
tt11738830,movie,The Beta Test,The Beta Test,0,2021,,93,"Comedy,Drama,Mystery",6.1,7286
tt1173901,movie,The Island,El-Gezirah,0,2007,,143,"Action,Biography,Drama",7.8,4542
tt11739498,movie,30 Rojullo Preminchadam Ela?,30 Rojullo Preminchadam Ela,0,2021,,143,"Fantasy,Romance",8.2,4897
tt1174041,movie,Me and Mrs. Khanna,Main Aurr Mrs Khanna,0,2009,,109,"Comedy,Drama,Romance",3.4,3576
tt1174042,movie,The Myth of the American Sleepover,The Myth of the American Sleepover,0,2010,,96,"Comedy,Drama,Romance",6.3,5037
tt1174047,movie,Stella,Stella,0,2008,,103,Drama,7.2,1677
tt11742798,movie,Afterlife of the Party,Afterlife of the Party,0,2021,,109,"Comedy,Drama,Fantasy",5.8,11787
tt11744358,movie,Golata istina za grupa Zhiguli,Golata istina za grupa Zhiguli,0,2021,,111,"Comedy,Drama,Musical",7.4,1493
tt11744432,movie,Sleep,Schlaf,0,2020,,102,Horror,5.9,1083
tt1174691,movie,Once Upon a Time in Rio,Era Uma Vez...,0,2008,,117,"Drama,Romance",7.0,1544
tt1174693,movie,The Four-Faced Liar,The Four-Faced Liar,0,2010,,87,"Comedy,Drama,Romance",5.6,2778
tt1174730,movie,City Island,City Island,0,2009,,104,"Comedy,Drama",7.3,33475
tt1174732,movie,An Education,An Education,0,2009,,100,Drama,7.2,141268
tt11748354,movie,Perfumes,Les parfums,0,2019,,100,"Comedy,Drama",6.6,2351
tt11749154,movie,Model House,Model House,0,2024,,85,"Horror,Thriller",4.0,1203
tt11749480,movie,Shooter,Shooter,0,2022,,143,Action,6.9,1394
tt1174954,movie,Resident Evil: Degeneration,Baiohazâdo: Dijenerêshon,0,2008,,98,"Action,Animation,Horror",6.4,35221
tt11750282,movie,Don't Listen,Voces,0,2020,,97,"Drama,Horror,Mystery",6.1,19367
